Drug	Chemblid	max_phase	formula	synonyms	canonical
PYRUVATE SODIUM	CHEMBL181886	1.0	C3H3NaO3	Pyruvate sodium;;;Sodium 2-Oxopropanoate;;;Sodium 2-Oxo-Propionate	CC(=O)C(=O)[O-].[Na+]
GW-328267	CHEMBL186113	1.0	C21H26N10O4	GW328267;;;Gw-328267;;;GW328267X;;;J2.047.755E	CCn1nnc([C@H]2O[C@@H](n3cnc4c(N)nc(N[C@H](CO)Cc5ccccc5)nc43)[C@H](O)[C@@H]2O)n1
URB-597	CHEMBL184238	1.0	C20H22N2O3	KDS-4103;;;ORG-231295;;;URB597;;;URB 597;;;Urb-597	NC(=O)c1cccc(-c2cccc(OC(=O)NC3CCCCC3)c2)c1
SALVINORIN A	CHEMBL445332	1.0	C23H28O8	Salvinorin a;;;Salvinorin a	COC(=O)[C@@H]1C[C@H](OC(C)=O)C(=O)[C@H]2[C@@]1(C)CC[C@H]1C(=O)O[C@H](c3ccoc3)C[C@]21C
(R)-IBUPROPHEN	CHEMBL427526	1.0	C13H18O2	Ibuprofen;;;(r)-ibuprophen	CC(C)Cc1ccc([C@@H](C)C(=O)O)cc1
AR-42	CHEMBL191482	1.0	C18H20N2O3	AR42;;;Ar-42;;;AR-42;;;(S)-HDAC 42;;;(S)-HDAC-42	CC(C)[C@H](C(=O)Nc1ccc(C(=O)NO)cc1)c1ccccc1
TEGLARINAD CHLORIDE	CHEMBL190412	1.0	C30H43Cl2N5O8	EB1627;;;EB-1627;;;GMX1777;;;GMX-1777;;;Teglarinad chloride;;;Teglarinad chloride;;;Teglarinad chloride	COCCOCCOCCOCCOC(=O)OC[n+]1ccc(N/C(=N/CCCCCCOc2ccc(Cl)cc2)NC#N)cc1.[Cl-]
RWJ-67657	CHEMBL190333	1.0	C27H24FN3O	Rwj-67657;;;RWJ-67657	OCCC#Cc1nc(-c2ccc(F)cc2)c(-c2ccncc2)n1CCCc1ccccc1
D-GALACTOSE	CHEMBL195923	1.0	C6H12O6	D-galactose;;;D-galactose;;;Galactose;;;Galactose;;;Galactose;;;Galactose;;;NSC-8102	OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@H]1O
ST1535	CHEMBL197669	1.0	C12H16N8	St1535;;;ST-1535	CCCCc1nc(N)c2nc(-n3nccn3)n(C)c2n1
PU-H71	CHEMBL200102	1.0	C18H21IN6O2S	Pu-h71;;;PU-H71;;;PU-H 71;;;PU-H-71;;;PUH-71;;;Zelavespib	CC(C)NCCCn1c(Sc2cc3c(cc2I)OCO3)nc2c(N)ncnc21
RELACATIB	CHEMBL203665	1.0	C27H32N4O6S	Relacatib;;;Relacatib;;;Relacatib;;;SB-462795	CC(C)C[C@H](NC(=O)c1cc2ccccc2o1)C(=O)N[C@H]1CC[C@@H](C)N(S(=O)(=O)c2ccccn2)CC1=O
RO-3201195	CHEMBL203567	1.0	C19H18FN3O4	Ro-3201195;;;Ro-3201195	Nc1c(C(=O)c2cccc(OC[C@@H](O)CO)c2)cnn1-c1ccc(F)cc1
PENETRATIN	CHEMBL439448	1.0	C104H169N35O19S	Penetratin;;;Penetratin	CC[C@H](C)[C@H](NC(=O)[C@H](CCCCN)NC(=O)[C@@H](NC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H](N)CCCNC(=N)N)[C@@H](C)CC)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(N)=O
PPL-100	CHEMBL168640	1.0	C33H44N4O6S	MK-8122;;;MX-100;;;PL-100;;;PL 100 (PHARMACEUTICAL);;;PPL 100;;;Ppl-100;;;Tmb-607;;;TMB-607	COC(=O)N[C@H](C(=O)NCCCC[C@@H](CO)N(CC(C)C)S(=O)(=O)c1ccc(N)cc1)C(c1ccccc1)c1ccccc1
PHA-543613	CHEMBL214268	1.0	C15H17N3O2	Pha-543613;;;PHA-543613	O=C(N[C@H]1CN2CCC1CC2)c1cc2ccoc2cn1
AN-2718	CHEMBL211538	1.0	C7H6BClO2	An2718;;;An-2718	OB1OCc2cc(Cl)ccc21
PSI-697	CHEMBL219046	1.0	C21H18ClNO3	Psi-697	O=C(O)c1c(O)c(Cc2ccc(Cl)cc2)nc2c3c(ccc12)CCCC3
LY404039	CHEMBL375611	1.0	C7H9NO6S	Ly404039;;;LY404039;;;LY-404039;;;LY-404039, (-)-	N[C@@]1(C(=O)O)CS(=O)(=O)[C@H]2[C@H](C(=O)O)[C@H]21
OTX-008	CHEMBL221186	1.0	C52H72N8O8	CALIXARENE 0118;;;KM-0118;;;Otx008;;;OTX008;;;Otx-008;;;PTX-008	CN(C)CCNC(=O)COc1c2cccc1Cc1cccc(c1OCC(=O)NCCN(C)C)Cc1cccc(c1OCC(=O)NCCN(C)C)Cc1cccc(c1OCC(=O)NCCN(C)C)C2
RGI-7000	CHEMBL384200	1.0	C50H99NO9	AGL-582;;;Krn7000;;;KRN7000;;;KRN-7000;;;Rgi-7000;;;RGI-7000	CCCCCCCCCCCCCCCCCCCCCCCCCC(=O)N[C@@H](CO[C@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O)[C@H](O)[C@H](O)CCCCCCCCCCCCCC
ABT 737	CHEMBL376408	1.0	C42H45ClN6O5S2	Abt 737;;;ABT-737	CN(C)CC[C@H](CSc1ccccc1)Nc1ccc(S(=O)(=O)NC(=O)c2ccc(N3CCN(Cc4ccccc4-c4ccc(Cl)cc4)CC3)cc2)cc1[N+](=O)[O-]
ADOPRAZINE	CHEMBL221692	1.0	C24H24FN3O2	Adoprazine;;;Adoprazine;;;SLV-313	Fc1ccc(-c2cncc(CN3CCN(c4cccc5c4OCCO5)CC3)c2)cc1
KANAMYCIN A	CHEMBL223520	1.0	C18H36N4O11	Kanamycin a;;;Kanamycin a	NC[C@@H]1O[C@@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O
PIMAGEDINE	CHEMBL225304	1.0	CH6N4	Aminoguanidine;;;Aminoguanidine;;;Pimagedine;;;Pimagedine	NN=C(N)N
OSALMID	CHEMBL389507	1.0	C13H11NO3	L-1718;;;NSC-93960;;;Osalmid;;;Osalmid;;;Osalmid;;;Osalmid	O=C(Nc1ccc(O)cc1)c1ccccc1O
AMG-517	CHEMBL229430	1.0	C20H13F3N4O2S	Amg-517;;;AMG-517	CC(=O)Nc1nc2c(Oc3cc(-c4ccc(C(F)(F)F)cc4)ncn3)cccc2s1
DIRLOTAPIDE	CHEMBL410414	1.0	C40H33F3N4O3	CP-742033;;;CP-742,033;;;Dirlotapide;;;Dirlotapide;;;Dirlotapide;;;Dirlotapide	CN(Cc1ccccc1)C(=O)[C@@H](NC(=O)c1cc2cc(NC(=O)c3ccccc3-c3ccc(C(F)(F)F)cc3)ccc2n1C)c1ccccc1
SUBSTANCE P	CHEMBL235363	1.0	C63H98N18O13S	Substance p;;;Substance p	CSCC[C@H](NC(=O)[C@H](CC(C)C)NC(=O)CNC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCCN)NC(=O)[C@@H]1CCCN1C(=O)[C@@H](N)CCCN=C(N)N)C(N)=O
UK-396,082	CHEMBL398110	1.0	C12H21N3O2	UK 396082;;;UK-396082;;;Uk-396,082	CCCn1cnc(C[C@H](CCCN)C(=O)O)c1
FENOBAM	CHEMBL239800	1.0	C11H11ClN4O2	Fenobam;;;Fenobam;;;MCN-3377-98	CN1CC(=O)N=C1NC(=O)Nc1cccc(Cl)c1
COMBRETASTATIN	CHEMBL246600	1.0	C18H22O6	Combretastatin;;;Combretastatin;;;NSC-348103	COc1ccc(C[C@@H](O)c2cc(OC)c(OC)c(OC)c2)cc1O
ABT-102	CHEMBL398338	1.0	C21H24N4O	Abt-102;;;ABT-102	CC(C)(C)c1ccc2c(c1)CC[C@H]2NC(=O)Nc1cccc2[nH]ncc12
THIOUREA, N-(5-BROMO-2-PYRIDINYL)-N'-(2-(2-CHLORO-3-ETHOXY-6-FLUOROPHENYL)ETHYL)-	CHEMBL398891	1.0	C16H16BrClFN3OS	PT-112;;;Thiourea, n-(5-bromo-2-pyridinyl)-n'-(2-(2-chloro-3-ethoxy-6-fluorophenyl)ethyl)-	CCOc1ccc(F)c(CCNC(=S)Nc2ccc(Br)cn2)c1Cl
TELENZEPINE	CHEMBL253978	1.0	C19H22N4O2S	Telenzepine;;;Telenzepine;;;Telenzepine	Cc1scc2c1N(C(=O)CN1CCN(C)CC1)c1ccccc1NC2=O
ORE-1001	CHEMBL429844	1.0	C19H23Cl2N3O4	GL1001;;;MLN-4760;;;Ore1001;;;ORE1001;;;Ore-1001;;;ORE-1001 FREE ACID	CC(C)C[C@H](N[C@@H](Cc1cncn1Cc1cc(Cl)cc(Cl)c1)C(=O)O)C(=O)O
OCHROMYCINONE	CHEMBL256705	1.0	C19H14O4	J655.169F;;;Ochromycinone;;;STA-21	C[C@@H]1CC(=O)c2c(ccc3c2C(=O)c2cccc(O)c2C3=O)C1
AVL-3288	CHEMBL429317	1.0	C19H15Cl2N3O2	Anvylic-3288;;;Avl-3288;;;CCMI;;;UCI-4083;;;XY-4083	Cc1cc(/C(=C/Nc2ccc(Cl)cc2)C(=O)Nc2ccc(Cl)cc2)on1
MLN-8054	CHEMBL259084	1.0	C25H15ClF2N4O2	MLN 8054;;;Mln-8054;;;MLN-8054	O=C(O)c1ccc(Nc2ncc3c(n2)-c2ccc(Cl)cc2C(c2c(F)cccc2F)=NC3)cc1
BAKUCHIOL	CHEMBL262344	1.0	C18H24O	Bakuchiol;;;(S)-Bakuchiol;;;UP 256;;;UP-256	C=C[C@@](C)(/C=C/c1ccc(O)cc1)CCC=C(C)C
IODOMETOMIDATE I-123, R-	CHEMBL260402	1.0	C13H13IN2O2	123i-iodometomidate;;;Iodometomidate i-123, r-	COC(=O)c1cncn1[C@H](C)c1ccc(I)cc1
GS 6201	CHEMBL260933	1.0	C21H21F3N6O2	CVT-6883;;;Gs 6201	CCCn1c(=O)c2[nH]c(-c3cnn(Cc4cccc(C(F)(F)F)c4)c3)nc2n(CC)c1=O
KRN-633	CHEMBL406381	1.0	C20H21ClN4O4	Krn-633;;;KRN-633	CCCNC(=O)Nc1ccc(Oc2ncnc3cc(OC)c(OC)cc23)cc1Cl
CIAFTALAN	CHEMBL262101	1.0	C32H18N8	Ciaftalan;;;Phthalocyanine	c1ccc2c(c1)-c1nc-2nc2[nH]c(nc3nc(nc4[nH]c(n1)c1ccccc41)-c1ccccc1-3)c1ccccc21
SU-9516	CHEMBL258805	1.0	C13H11N3O2	Su-9516;;;SU-9516	COc1ccc2c(c1)/C(=C/c1cnc[nH]1)C(=O)N2
FALNIDAMOL	CHEMBL258940	1.0	C18H19ClFN7	Bibx 1382;;;BIBX 1382;;;Bibx-1382;;;BIBX-1382;;;Falnidamol;;;Falnidamol	CN1CCC(Nc2ncc3ncnc(Nc4ccc(F)c(Cl)c4)c3n2)CC1
WHI-P131	CHEMBL405130	1.0	C16H15N3O3	Whi-p131;;;WHI-P131	COc1cc2ncnc(Nc3ccc(O)cc3)c2cc1OC
FILOCICLOVIR	CHEMBL265948	1.0	C11H13N5O3	Cyclopropavir;;;Filociclovir;;;Filociclovir;;;Filociclovir;;;MBX-400;;;ZSM-162;;;ZSM-I62;;;ZSM-I 62	Nc1nc2c(ncn2/C=C2/CC2(CO)CO)c(=O)[nH]1
BOMBESIN	CHEMBL437027	1.0	C71H110N24O18S	Bombesin;;;Bombesin	CSCC[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)CNC(=O)[C@@H](NC(=O)[C@H](C)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CC(N)=O)NC(=O)CNC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H]1CCC(=O)N1)C(C)C)C(N)=O
ROSABULIN	CHEMBL271068	1.0	C22H16N4O2S	Rosabulin;;;Rosabulin;;;Rosabulin;;;STA-5312	Cc1cc(NC(=O)C(=O)c2cc(Cc3ccc(C#N)cc3)n3ccccc23)sn1
CALANOLIDE A	CHEMBL270362	1.0	C22H26O5	Calanolide a;;;NSC-650886	CCCc1cc(=O)oc2c3c(c4c(c12)OC(C)(C)C=C4)OC(C)C(C)C3O
CORT 108297	CHEMBL271220	1.0	C26H25F4N3O3S	Cort 108297	CCOC[C@]12Cc3cnn(-c4ccc(F)cc4)c3C=C1CCN(S(=O)(=O)c1ccc(C(F)(F)F)cc1)C2
ETACONAZOLE	CHEMBL270271	1.0	C14H15Cl2N3O2	CGA-64251;;;Etaconazole	CCC1COC(Cn2cncn2)(c2ccc(Cl)cc2Cl)O1
DELANZOMIB	CHEMBL270515	1.0	C21H28BN3O5	CEP 18770;;;CEP-18770;;;CIP 18770;;;CIP-18770;;;CT 47098;;;CT-47098;;;Delanzomib;;;Delanzomib;;;Delanzomib;;;NPH007098;;;NPH 007098;;;NPH-007098	CC(C)C[C@H](NC(=O)[C@@H](NC(=O)c1cccc(-c2ccccc2)n1)[C@@H](C)O)B(O)O
HYODEOXYCHOLIC_ACID	CHEMBL272621	1.0	C24H40O4	AHRO-001;;;HDCA;;;Hyodeoxycholic_acid	C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3C[C@H](O)[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C
TAURODEOXYCHOLIC ACID	CHEMBL412272	1.0	C26H45NO6S	Deoxy Cholate;;;Hy209;;;HY209;;;HY-209;;;J339.140J;;;Taurodeoxycholic acid	C[C@H](CCC(=O)NCCS(=O)(=O)O)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@@]21C
L-ARABINOSE	CHEMBL505348	1.0	C5H10O5	Arabinose l-form;;;FEMA NO. 3255;;;L-arabinose;;;NSC-1941	O[C@H]1CO[C@@H](O)[C@H](O)[C@H]1O
BORNEOL	CHEMBL486208	1.0	C10H18O	(-) Borneol;;;Borneol;;;Borneol;;;FEMA NO. 2157;;;NSC-60223	CC1(C)[C@@H]2CC[C@@]1(C)[C@@H](O)C2
BETA-CARYOPHYLLENE	CHEMBL445740	1.0	C15H24	Beta-Caryophylene;;;Beta-caryophyllene;;;Caryophyllene;;;FEMA NO. 2252;;;NSC-11906	C=C1CC/C=C(\C)CC[C@@H]2[C@@H]1CC2(C)C
D-LIMONENE	CHEMBL449062	1.0	C10H16	D-limonene;;;D-limonene;;;FEMA NO. 2633;;;Limonene	C=C(C)[C@H]1CC=C(C)CC1
ALPHA-PINENE	CHEMBL442565	1.0	C10H16	.alpha.-pinene;;;Alpha-pinene;;;FEMA NO. 2902;;;NSC-7727;;;PC-500;;;PC-500(TERPENE)	CC1=CCC2CC1C2(C)C
L-FUCOSE	CHEMBL469449	1.0	C6H12O5	L-fucose;;;L-fucose;;;L-fucose	C[C@@H]1OC(O)[C@@H](O)[C@H](O)[C@@H]1O
N-ACETYLGLUCOSAMINE 	CHEMBL447878	1.0	C8H15NO6	N-Acetyl Glucosamine;;;N-acetylglucosamine 	CC(=O)N[C@H]1[C@H](O)O[C@H](CO)[C@@H](O)[C@@H]1O
FLUDARABINE	CHEMBL1568	1.0	C10H12FN5O4	2-Fluoro-Ara-A;;;Fludarabine;;;Fludarabine;;;Fludarabine;;;Fludarabine;;;Fludarabine phosphate impurity, 2-fluoro-ara-adenine-;;;NSC-118218;;;NSC-118218H	Nc1nc(F)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O
AZD-5438	CHEMBL488436	1.0	C18H21N5O2S	Azd-5438;;;AZD-5438	Cc1ncc(-c2ccnc(Nc3ccc(S(C)(=O)=O)cc3)n2)n1C(C)C
TUROFEXORATE ISOPROPYL	CHEMBL454138	1.0	C25H24F2N2O3	FXR-450;;;Turofexorate isopropyl;;;Turofexorate isopropyl;;;Turofexorate isopropyl;;;WAY-362450;;;XL335;;;XL-335	CC(C)OC(=O)C1=CN(C(=O)c2ccc(F)c(F)c2)CC(C)(C)c2c1[nH]c1ccccc21
REBAUDIOSIDE A	CHEMBL430341	1.0	C44H70O23	E-960A;;;FEMA NO. 4601;;;INS-960A;;;INS NO.960A;;;Rebaudioside a;;;Rebaudioside a;;;Rebaudioside a	C=C1C[C@@]23CC[C@H]4[C@@](C)(CCC[C@@]4(C)C(=O)O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)[C@@H]2CC[C@]1(O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H]1O)C3
BL-1021	CHEMBL490932	1.0	C23H29ClN2O	Bl-1021;;;BL-1021	CN(CCC=C1c2ccccc2CCc2ccccc21)C(=O)CCCN.Cl
SALVIANOLIC ACID A	CHEMBL457077	1.0	C26H22O10	Salvianolic acid a	O=C(/C=C/c1ccc(O)c(O)c1/C=C/c1ccc(O)c(O)c1)O[C@H](Cc1ccc(O)c(O)c1)C(=O)O
CINOBUFOTALIN	CHEMBL517341	1.0	C26H34O7	Cinobufotalin;;;Cinobufotalin;;;NSC-90326	CC(=O)O[C@@H]1[C@H](c2ccc(=O)oc2)[C@@]2(C)CC[C@H]3[C@@H](CC[C@]4(O)C[C@@H](O)CC[C@]34C)[C@]23O[C@H]13
GSK-690693	CHEMBL494089	1.0	C21H27N7O3	GSK690693;;;GSK 690693;;;Gsk-690693	CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)ncc(OC[C@H]3CCCNC3)c21
[18F]-FBA-A20FMDV2	CHEMBL504111	1.0	C100H167FN32O28	[18f]-fba-a20fmdv2	CC(C)C[C@H](NC(=O)[C@H](CC(=O)O)NC(=O)CNC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)[C@H](C)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc([18F])cc1)C(C)C)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCCCN)C(=O)N[C@H](C(=O)N[C@@H](C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@H](C(N)=O)[C@@H](C)O)C(C)C)C(C)C
ILS-920	CHEMBL508360	1.0	C58H88N2O14	ILS 920;;;Ils-920;;;WAY-265920	CO[C@@H]1C/C(C)=C\[C@H]2CC[C@@H]([C@@H](C)C[C@@H](C)C(=O)[C@H](OC)[C@H](O)/C(C)=C/[C@@H](C)C(=O)C[C@@H]([C@H](C)C[C@@H]3CC[C@@H](O)[C@H](OC)C3)OC(=O)[C@@H]3CCCCN3C(=O)C(=O)[C@]3(O)O[C@@H](CC[C@H]3C)C1)N(c1ccccc1)O2
GSI-136	CHEMBL480558	1.0	C11H18ClNO3S2	Gsi-136	CCC(CC)[C@@H](CO)NS(=O)(=O)c1ccc(Cl)s1
AGG-523	CHEMBL473841	1.0	C25H21ClN4O4	Agg-523;;;PF-05212371;;;PF-5212371;;;WAY-266523	CN(CC(=O)NC(c1cccc([N+](=O)[O-])c1)c1cc(Cl)c2cccnc2c1O)c1ccccc1
TC-2216	CHEMBL504652	1.0	C12H17N3	Tc-2216	c1cncc(N2CCC3(CCCN3)C2)c1
LGD-2941	CHEMBL467888	1.0	C17H16F6N2O2	Lgd-2941	C[C@@H]1CC[C@H]([C@@H](O)C(F)(F)F)N1c1ccc2[nH]c(=O)cc(C(F)(F)F)c2c1
U-50488 METHANE SULFONATE	CHEMBL482811	1.0	C20H30Cl2N2O4S	NCG-C00093883-01;;;U-50488H;;;U-50488 methane sulfonate	CN(C(=O)Cc1ccc(Cl)c(Cl)c1)[C@@H]1CCCC[C@H]1N1CCCC1.CS(=O)(=O)O
BILIRUBIN	CHEMBL501680	1.0	C33H36N4O6	Bilirubin;;;Bilirubin;;;NSC-26685	C=CC1=C(C)/C(=C/c2[nH]c(Cc3[nH]c(/C=C4\NC(=O)C(C)=C4C=C)c(C)c3CCC(=O)O)c(CCC(=O)O)c2C)NC1=O
FLUOROACETATE	CHEMBL509273	1.0	C2H3FO2	2-Fluoroacetic Acid;;;Fluoroacetate	O=C(O)CF
IOFOLASTAT	CHEMBL496748	1.0	C19H26IN3O7	Iofolastat	O=C(O)CC[C@H](NC(=O)N[C@@H](CCCCNCc1ccc(I)cc1)C(=O)O)C(=O)O
L-KYNURENINE	CHEMBL498416	1.0	C10H12N2O3	L-kynurenine	Nc1ccccc1C(=O)C[C@H](N)C(=O)O
MIP-1095 I-123	CHEMBL498623	1.0	C19H25IN4O8	123-i-mip-1095;;;Mip-1095 i-123	O=C(O)CC[C@H](NC(=O)N[C@@H](CCCCNC(=O)Nc1ccc([123I])cc1)C(=O)O)C(=O)O
MIP-1095	CHEMBL456029	1.0	C19H25IN4O8		O=C(O)CC[C@H](NC(=O)N[C@@H](CCCCNC(=O)Nc1ccc(I)cc1)C(=O)O)C(=O)O
COLISTIN	CHEMBL499783	1.0	C52H98N16O13		CCC(C)CCCC(=O)N[C@@H](CCN)C(=O)N[C@H](C(=O)N[C@@H](CCN)C(=O)N[C@H]1CCNC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CCN)NC(=O)[C@H](CCN)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](CCN)NC1=O)[C@@H](C)O
TRODUSQUEMINE	CHEMBL508583	1.0	C37H72N4O5S	MSI-1436;;;Trodusquemine;;;Trodusquemine;;;Trodusquemine	CC(C)[C@@H](CC[C@@H](C)[C@H]1CC[C@H]2[C@H]3[C@H](CC[C@@]21C)[C@@]1(C)CC[C@H](NCCCNCCCCNCCCN)C[C@@H]1C[C@H]3O)OS(=O)(=O)O
TRANSCROCETIN	CHEMBL464792	1.0	C20H24O4	CI-75100;;;Crocetin;;;Crocetin;;;LEAF-4L6715;;;NSC-407300;;;Transcrocetin;;;Transcrocetin;;;Transcrocetin	CC(/C=C/C=C(\C)C(=O)O)=C\C=C\C=C(C)\C=C\C=C(/C)C(=O)O
16.ALPHA.-BROMOEPIANDROSTERONE	CHEMBL445472	1.0	C19H29BrO2	16.alpha.-bromoepiandrosterone;;;He2000;;;HE2000;;;HE-2000	C[C@]12CC[C@H]3[C@@H](CC[C@H]4C[C@@H](O)CC[C@@]43C)[C@@H]1C[C@@H](Br)C2=O
BEGACESTAT	CHEMBL463981	1.0	C9H8ClF6NO3S2	Begacestat;;;Begacestat;;;Begacestat;;;GSI-953	O=S(=O)(N[C@H](CO)C(C(F)(F)F)C(F)(F)F)c1ccc(Cl)s1
LXR-623	CHEMBL456237	1.0	C21H12ClF5N2	Lxr-623;;;WAY-252623	Fc1ccc(-c2c3cccc(C(F)(F)F)c3nn2Cc2ccc(F)cc2Cl)cc1
5-METHYL-2'-FLUOROARAURACIL	CHEMBL475717	1.0	C10H13FN2O5		Cc1cn([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2F)c(=O)[nH]c1=O
SNS-314	CHEMBL482767	1.0	C18H15ClN6OS2	Sns 314;;;Sns-314;;;SNS-314	O=C(Nc1cccc(Cl)c1)Nc1ncc(CCN=c2[nH]cnc3ccsc23)s1
CYC-116	CHEMBL482967	1.0	C18H20N6OS	Cyc 116;;;Cyc-116;;;CYC-116	Cc1nc(N)sc1-c1ccnc(Nc2ccc(N3CCOCC3)cc2)n1
IMRECOXIB	CHEMBL504535	1.0	C21H23NO3S	BAP-909;;;Imrecoxib	CCCN1CC(c2ccc(S(C)(=O)=O)cc2)=C(c2ccc(C)cc2)C1=O
LITOXETINE	CHEMBL471036	1.0	C16H19NO	Litoxetine;;;Litoxetine	c1ccc2cc(COC3CCNCC3)ccc2c1
MK-7246	CHEMBL561132	1.0	C21H21FN2O4S	MK-7246	CN([C@@H]1CCc2c(CC(=O)O)c3ccccc3n2C1)S(=O)(=O)c1ccc(F)cc1
AEW-541	CHEMBL551064	1.0	C26H27N5O	Aew-541;;;NVP-AEW541	Nc1ncnc2c1c(-c1cccc(OCc3ccccc3)c1)cn2[C@H]1C[C@H](N2CCC2)C1
AST-487	CHEMBL574738	1.0	C26H30F3N7O2	Ast-487;;;AST-487;;;NVP-AST487	CCN1CCN(Cc2ccc(NC(=O)Nc3ccc(Oc4cc(NC)ncn4)cc3)cc2C(F)(F)F)CC1
PAC-1	CHEMBL591429	1.0	C23H28N4O2	Pac-1;;;PAC-1	C=CCc1cccc(/C=N/NC(=O)CN2CCN(Cc3ccccc3)CC2)c1O
RGX-104	CHEMBL573677	1.0	C34H33ClF3NO3	Abequolixron;;;Rgx-104;;;RGX-104;;;SB-742881	C[C@H](CCOc1cccc(CC(=O)O)c1)N(Cc1cccc(C(F)(F)F)c1Cl)CC(c1ccccc1)c1ccccc1
LY-2334737	CHEMBL577711	1.0	C17H25F2N3O5	Ly2334737;;;LY2334737;;;Ly-2334737;;;LY-2334737	CCCC(CCC)C(=O)Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)C2(F)F)c(=O)n1
Y-39983	CHEMBL571948	1.0	C16H16N4O	Y-39983;;;Y-39983	C[C@@H](N)c1ccc(C(=O)Nc2ccnc3[nH]ccc23)cc1
AMG-548	CHEMBL585902	1.0	C29H27N5O	Amg-548;;;AMG-548	Cn1c(NC[C@@H](N)Cc2ccccc2)nc(-c2ccncc2)c(-c2ccc3ccccc3c2)c1=O
R-306465	CHEMBL609583	1.0	C19H19N5O4S	JNJ-16241199;;;R306465;;;R306465;;;R-306465	O=C(NO)c1cnc(N2CCN(S(=O)(=O)c3ccc4ccccc4c3)CC2)nc1
ATF-936	CHEMBL597800	1.0	C30H30N2O4	Atf936;;;ATF936;;;Atf-936;;;ATF-936	C#CCOc1ccc2c(c1)c(-c1ccc(C(C)C)cc1)nc(=O)n2Cc1ccc(OC)c(OCC)c1
BMS-394136	CHEMBL602070	1.0	C24H21Cl2FN4O	Bms-394136	CC1=C(C(=O)N2CCC[C@H]2c2ccc(F)cc2)[C@@H](c2ccc(Cl)c(Cl)c2)n2nccc2N1
TALOTREXIN	CHEMBL590985	1.0	C27H27N9O6	NSC-623017;;;Talotrexin;;;Talotrexin	Nc1nc(N)c2nc(CNc3ccc(C(=O)N[C@@H](CCCNC(=O)c4ccccc4C(=O)O)C(=O)O)cc3)cnc2n1
CUDC-101	CHEMBL598797	1.0	C24H26N4O4	Cudc 101;;;Cudc-101;;;CUDC-101	C#Cc1cccc(Nc2ncnc3cc(OC)c(OCCCCCCC(=O)NO)cc23)c1
COCAETHYLENE	CHEMBL608806	1.0	C18H23NO4	Cocaethylene;;;Cocaethylene;;;ETHYLCOCAINE;;;J21.586D	CCOC(=O)[C@@H]1C2CCC(C[C@@H]1OC(=O)c1ccccc1)N2C
